ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.150266605292,0.0111609831399,0.0272072173506,0.332512831235,0.478852362983
2,0.522554323738,0.00184208658222,0.0211861360585,0.328365932348,0.126051521274
3,0.664060587076,0.00398343841437,0.0065101744167,0.117045488542,0.208400311551
4,0.0322018197368,0.0113732522051,0.0247819060374,0.186069045311,0.74557397671
5,0.417562392541,0.00197581420011,0.015017847097,0.391526388326,0.173917557836
6,0.390574089224,0.00199847832009,0.0125594899413,0.395541306318,0.199326636197
7,0.19671857431,0.00417264981505,0.0982337753933,0.549955910309,0.150919090172
8,0.772877008674,0.00359463142634,0.00438122808636,0.0420699242001,0.177077207613
9,0.71729115433,0.00178730585002,0.00496377159901,0.151972178575,0.123985589646
10,0.512874818374,0.00181084128163,0.00598426574139,0.297518549322,0.181811525281
11,0.625780613189,0.00179246388254,0.00517429262737,0.259067038335,0.108185591966
12,0.0201496799409,0.0106190521334,0.0471865749369,0.361313231389,0.5607314616
13,0.593266846779,0.00179506308632,0.00528290648174,0.157920137803,0.24173504585
14,0.564752917743,0.00246839800042,0.0265838161681,0.0575966715378,0.34859819655
15,0.500396021926,0.00194595680928,0.00770870841981,0.315932748806,0.174016564039
16,0.606177084285,0.00178987764351,0.00506792846686,0.21420675789,0.172758351715
17,0.347320437216,0.0020071413481,0.0299218369198,0.441015846619,0.179734737897
18,0.390574089224,0.00199847832009,0.0125594899413,0.395541306318,0.199326636197
19,0.544881204013,0.00395019658194,0.00860289604921,0.0731177610587,0.369447942297
20,0.0144434285657,0.0210598760358,0.220727142586,0.016042339437,0.727727213375
21,0.532343809138,0.003792758926,0.00654998821038,0.0585452264165,0.398768217309
22,0.0113294231263,0.0230947302389,0.0346071595093,0.00922610495767,0.921742582168
23,0.500396021926,0.00194595680928,0.00770870841981,0.315932748806,0.174016564039
24,0.0315999921835,0.0223704930572,0.0497817998916,0.00933300083175,0.886914714036
25,0.512874818374,0.00181084128163,0.00598426574139,0.297518549322,0.181811525281
26,0.608723537001,0.00391358875562,0.0472211302836,0.02127820939,0.31886353457
27,0.723975847166,0.00355734602816,0.0040124964995,0.0391274551934,0.229326855113
28,0.0260457938651,0.0786821081545,0.0533556910344,0.0365313688602,0.805385038086
29,0.390574089224,0.00199847832009,0.0125594899413,0.395541306318,0.199326636197
30,0.417562392541,0.00197581420011,0.015017847097,0.391526388326,0.173917557836
31,0.406631368934,0.0025158592848,0.0354052916035,0.0916581140371,0.463789366141
32,0.72760204244,0.00178474993165,0.00486178010722,0.149321820735,0.116429606786
33,0.54561424008,0.00620151040301,0.0548256137555,0.0154967494818,0.37786188628
34,0.771928135239,0.00386689327698,0.0052075621145,0.0450489779899,0.173948431379
35,0.108946390041,0.0242302176959,0.021084945405,0.0521215056741,0.793616941184
36,0.500396021926,0.00194595680928,0.00770870841981,0.315932748806,0.174016564039
37,0.465858705751,0.00434485398836,0.122243797465,0.0146587061823,0.392893936614
38,0.647943672902,0.00191863766376,0.00626665091546,0.227201551324,0.116669487195
39,0.38287823905,0.00189016086803,0.0221423921193,0.387197142413,0.205892065549
40,0.416275095413,0.00234721655965,0.0201473272705,0.105767861505,0.455462499252
41,0.173146971011,0.0111973358426,0.0267910606581,0.37788404925,0.410980583239
