ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.0885332873021,0.0083707373549,0.020405413013,0.372138034732,0.510552527598
2,0.504838224314,0.00138156493667,0.0306168642012,0.342239727236,0.120923619312
3,0.663151514788,0.00298757881078,0.00488263081252,0.135138359386,0.193839916203
4,0.0241513648026,0.00852993915385,0.0185864295281,0.139551783983,0.809180482532
5,0.38214303549,0.00148186065008,0.016255392076,0.423062554586,0.177057157198
6,0.359399455821,0.00149885874007,0.00941961745597,0.417138643655,0.212543424328
7,0.122538930733,0.0156294873613,0.073675331545,0.649966932732,0.138189317629
8,0.840426987275,0.00269597356976,0.00328592106477,0.0315524431501,0.122038674941
9,0.786341314248,0.00134047938752,0.00372282869926,0.123225030932,0.0853703467335
10,0.450765436572,0.00135813096122,0.00448819930604,0.333126725377,0.210261507784
11,0.696835459892,0.0013443479119,0.00388071947053,0.216800278752,0.0811391939745
12,0.0151122599556,0.00796428910004,0.0463290376948,0.399338901607,0.531255511643
13,0.613839023973,0.00134629731474,0.0039621798613,0.118440103352,0.262412395499
14,0.627832740517,0.00185129850031,0.0199378621261,0.0431975036534,0.307180595204
15,0.495634367108,0.00145946760696,0.00578153131486,0.30899896495,0.18812566902
16,0.571894717976,0.00134240823263,0.00380094635015,0.245178877941,0.1777830495
17,0.361055872811,0.00150535601107,0.032790897859,0.419616725006,0.185031148313
18,0.359399455821,0.00149885874007,0.00941961745597,0.417138643655,0.212543424328
19,0.431022014121,0.00296264743645,0.0064521720369,0.054838320794,0.504724845612
20,0.0108325714243,0.0157949070269,0.277790630049,0.0120317545777,0.683550136922
21,0.45842452352,0.0028445691945,0.00491249115778,0.0439089198124,0.489909496315
22,0.00849706734473,0.0173210476792,0.0594239905932,0.00691957871825,0.907838315665
23,0.495634367108,0.00145946760696,0.00578153131486,0.30899896495,0.18812566902
24,0.0236999941376,0.0167778697929,0.0373363499187,0.00699975062381,0.915186035527
25,0.450765436572,0.00135813096122,0.00448819930604,0.333126725377,0.210261507784
26,0.778417652751,0.00293519156671,0.0104158477127,0.00658365704252,0.201647650928
27,0.782823155216,0.00266800952112,0.00300937237463,0.029345591395,0.182153871493
28,0.0195343453988,0.0340115811159,0.0400167682758,0.0273985266451,0.879038778564
29,0.359399455821,0.00149885874007,0.00941961745597,0.417138643655,0.212543424328
30,0.38214303549,0.00148186065008,0.016255392076,0.423062554586,0.177057157198
31,0.348064587686,0.0018868944636,0.0265539687026,0.106755281434,0.516739267714
