ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.040064213443,0.0192535903757,0.0441202793201,0.299753281003,0.596808635858
2,0.520072991727,0.00287394260268,0.0109490481539,0.305080412822,0.161023604695
3,0.647404024252,0.00697060413909,0.00987738407386,0.0760547143096,0.259693273225
4,0.045451776959,0.0196166129194,0.040281081285,0.286119611702,0.608530917134
5,0.474885108299,0.0031117477932,0.0147136346641,0.333300469575,0.173989039669
6,0.426451766832,0.0031410986571,0.0185978587767,0.378710327481,0.173098948253
7,0.124916985804,0.00764201467838,0.149385202249,0.474103056246,0.243952741022
8,0.689364265029,0.00627806094003,0.00638862599884,0.0604084364706,0.237560611562
9,0.591657123581,0.002807803778,0.00719661430711,0.236911223967,0.161427234366
10,0.562701589603,0.00283597291013,0.00861600915954,0.264582934476,0.161263493851
11,0.585454636793,0.0028139496382,0.00749023278371,0.242854353599,0.161386827187
12,0.0296367643753,0.0183383147376,0.0541766024038,0.330569792481,0.567278526002
13,0.582303331403,0.00281705244974,0.00764154233029,0.245870267998,0.161367805819
14,0.498619134062,0.0039690221497,0.0426349079346,0.0657685377403,0.389008398114
15,0.520147486509,0.0030746784432,0.011602384801,0.290771219321,0.174404230926
16,0.58857259275,0.00281086617673,0.00734194204797,0.239867996217,0.161406602808
17,0.325813870712,0.00315700417591,0.0292269986157,0.472878833754,0.168923292742
18,0.426451766832,0.0031410986571,0.0185978587767,0.378710327481,0.173098948253
19,0.630806200811,0.00683529825346,0.0122551449236,0.0993870582236,0.250716297788
20,0.0216987350056,0.0388664902515,0.144289957758,0.0141931277685,0.780951689216
21,0.657959303629,0.0065878919885,0.00942000141386,0.081328407407,0.244704395562
22,0.00328931477126,0.0407440357165,0.0590644940676,0.00653381362524,0.890368341819
23,0.520147486509,0.0030746784432,0.011602384801,0.290771219321,0.174404230926
24,0.0445560046354,0.0415808527217,0.0839482241485,0.00896738387221,0.820947534622
25,0.562701589603,0.00283597291013,0.00861600915954,0.264582934476,0.161263493851
26,0.549906807813,0.00685352423608,0.022220869742,0.00867016319865,0.41234863501
27,0.695008131647,0.00621971767923,0.00586786994919,0.0565931593836,0.236311121341
28,0.0370282523879,0.020986636049,0.0915672319762,0.0426125741656,0.807805305421
29,0.426451766832,0.0031410986571,0.0185978587767,0.378710327481,0.173098948253
30,0.474885108299,0.0031117477932,0.0147136346641,0.333300469575,0.173989039669
31,0.464888052347,0.0039879973166,0.0540244609457,0.0885288987453,0.388570590645
32,0.594708170111,0.00280476409978,0.00705419446355,0.233984050458,0.161448820868
33,0.524440919474,0.0071666668953,0.0290327319265,0.0108135914109,0.428546090293
34,0.665365041029,0.00678842664442,0.00796480077694,0.0645020919198,0.255379639629
35,0.0781427870999,0.0451778556304,0.0343726212962,0.0731940077591,0.769112728214
36,0.520147486509,0.0030746784432,0.011602384801,0.290771219321,0.174404230926
37,0.4945482794,0.00751381047938,0.0379814334263,0.0135183218946,0.4464381548
38,0.554749505352,0.00304147801012,0.00950611686029,0.258124165445,0.174578734332
39,0.423762462398,0.00293513008181,0.0175542796276,0.396155801708,0.159592326184
40,0.535990815665,0.00378618353561,0.0325882587369,0.0529549518806,0.374679790182
41,0.0409211355773,0.0193154973409,0.0434615188507,0.297494669938,0.598807178293
42,0.0556660270911,0.0420762932489,0.0689275431127,0.00762372274691,0.8257064138
43,0.680033751604,0.00637274777739,0.00726421093082,0.0666604613092,0.239668828379
44,0.0553458435626,0.0420659590845,0.0692942108001,0.00765695478392,0.825637031769
45,0.524440919474,0.0071666668953,0.0290327319265,0.0108135914109,0.428546090293
46,0.54680217306,0.00362354558882,0.0315289993147,0.0574246348386,0.360620647198
47,0.630806200811,0.00683529825346,0.0122551449236,0.0993870582236,0.250716297788
